Index,Datetime,Close,Open,Low,High,Volume,ACD_Close_0,MACD_Close_12_26
35,2024-11-25 6:15:00,3333.15,3348.81,3329.28,3353.78,5643.0382,5051134.693,4.146418454
36,2024-11-25 6:30:00,3316.36,3333.16,3300.01,3335.19,10418.4118,5050400.251,1.317712988
37,2024-11-25 6:45:00,3325.8,3316.4,3309,3325.8,5025.6505,5055425.902,-0.1604774823
38,2024-11-25 7:00:00,3328.55,3325.8,3319.6,3330.5,2278.1298,5056888.921,-1.097401896
39,2024-11-25 7:15:00,3336.63,3328.56,3327.95,3343,2743.9599,5057310.087,-1.174395077
40,2024-11-25 7:30:00,3344.82,3336.64,3336.64,3350.11,2441.4031,5057833.892,-0.5680006161
41,2024-11-25 7:45:00,3344.71,3344.82,3337.81,3348.68,2712.327,5058564.997,-0.0952072282
42,2024-11-25 8:00:00,3338.16,3344.7,3333.39,3345.78,2842.4596,5057911.163,-0.246207198
43,2024-11-25 8:15:00,3345.01,3338.16,3338.16,3346.93,2353.5031,5059234.17,0.1847325088
44,2024-11-25 8:30:00,3349.74,3345,3345,3358,2768.6935,5058484.493,0.8975800567
45,2024-11-25 8:45:00,3357,3349.75,3345.5,3357,1996.672,5060481.165,2.024995314
46,2024-11-25 9:00:00,3362.44,3357,3355.26,3370.4,4763.8825,5060235.734,3.319181111
47,2024-11-25 9:15:00,3385.5,3362.44,3361.21,3387.29,6848.7828,5066144.384,6.134863076
48,2024-11-25 9:30:00,3377.78,3385.5,3372.27,3387.66,4763.5093,5064791.783,7.655128284
49,2024-11-25 9:45:00,3373.66,3377.77,3370.1,3378.71,3778.1988,5064137.948,8.430320361
50,2024-11-25 10:00:00,3365.79,3373.65,3363.87,3373.66,2782.2822,5062446.98,8.313786286
51,2024-11-25 10:15:00,3376.2,3365.79,3365.61,3380.27,3970.7235,5064212.95,8.958168008
52,2024-11-25 10:30:00,3384.75,3376.2,3376.19,3390.99,3810.0767,5064810.205,10.04298938
53,2024-11-25 10:45:00,3384.48,3384.75,3379.37,3391.79,2644.4268,5064341.788,10.75693217
54,2024-11-25 11:00:00,3381.72,3384.47,3378.71,3389.4,2252.4624,5063357.785,10.973532
55,2024-11-25 11:15:00,3384.32,3381.72,3375,3390.39,2875.6301,5063965.049,11.22558563
56,2024-11-25 11:30:00,3381.37,3384.32,3380.98,3388.33,2630.7674,5061613.465,11.059809
57,2024-11-25 11:45:00,3383.05,3381.37,3378.01,3387.2,1859.9729,5061793.593,10.93790642
58,2024-11-25 12:00:00,3380.39,3383.04,3377.01,3384.4,2584.1973,5061573.289,10.50555646
59,2024-11-25 12:15:00,3379.01,3380.4,3375.65,3385.36,1773.8708,5061027.061,9.937013824
60,2024-11-25 12:30:00,3375,3379.01,3368.58,3385,2463.5259,5060489.947,9.058446074
61,2024-11-25 12:45:00,3411.81,3375.01,3373.72,3415.34,9637.0496,5068492.264,11.20328962
62,2024-11-25 13:00:00,3399.41,3411.81,3395.45,3419.81,8541.1075,5062728.068,11.76687599
63,2024-11-25 13:15:00,3408.45,3399.4,3396.6,3414.28,5452.0852,5064584.491,12.79547641
64,2024-11-25 13:30:00,3405.04,3408.45,3400,3412.6,2977.1751,5063989.056,13.18351975
65,2024-11-25 13:45:00,3400.69,3405.03,3398.7,3408.83,2925.8103,5062212.774,12.99029422
66,2024-11-25 14:00:00,3413,3400.68,3398.6,3414.4,4165.9454,5065640.45,13.67286345
67,2024-11-25 14:15:00,3423.01,3413,3410.3,3427.81,5761.6434,5068243.226,14.85034233
68,2024-11-25 14:30:00,3445.34,3423.01,3421.51,3450,13251.2568,5077159.568,17.38494439
69,2024-11-25 14:45:00,3470.21,3445.34,3445.21,3481.43,18340.0834,5084137.104,21.15655632
70,2024-11-25 15:00:00,3477.56,3470.2,3463.59,3483.88,15818.4181,5090101.17,24.45674736
71,2024-11-25 15:15:00,3475.59,3477.55,3460.02,3478.11,6107.1059,5094506.794,26.60650676
72,2024-11-25 15:30:00,3490.96,3475.59,3472.35,3496,13511.3928,5102259.42,29.21367999
73,2024-11-25 15:45:00,3517.29,3490.96,3483.81,3527,30186.9366,5118873.068,33.02381652
74,2024-11-25 16:00:00,3500.78,3517.29,3495.31,3517.8,11548.694,5112942.103,34.31558939
75,2024-11-25 16:15:00,3502.5,3500.77,3490.21,3506.67,12208.2212,5118964.627,35.07380928
76,2024-11-25 16:30:00,3495.6,3502.5,3492,3507.33,6100.2911,5115729.444,34.71772733
77,2024-11-25 16:45:00,3466,3495.59,3462.37,3496.34,12154.7683,5106172.368,31.68184856
78,2024-11-25 17:00:00,3471.84,3466,3453.02,3475,9251.4968,5112763.744,29.4081333
79,2024-11-25 17:15:00,3481.38,3471.84,3470,3486.66,7916.2844,5115662.263,28.05262268
80,2024-11-25 17:30:00,3493.41,3481.38,3477.76,3494.1,5983.7274,5121140.633,27.63058304
81,2024-11-25 17:45:00,3483.59,3493.42,3478.65,3493.42,5195.9561,5119420.374,26.20168495
82,2024-11-25 18:00:00,3482,3483.59,3479.5,3499.72,5679.089,5115145.61,24.65674558
83,2024-11-25 18:15:00,3474.2,3482,3455,3495.02,12748.3474,5114629.56,22.54311223
84,2024-11-25 18:30:00,3469.84,3474.2,3448.59,3474.2,12102.6624,5122611.362,20.28242385
85,2024-11-25 18:45:00,3483.68,3469.85,3461.02,3484.86,6634.6389,5128589.216,19.3841361
86,2024-11-25 19:00:00,3476.38,3483.68,3476,3490.96,8795.4229,5120240.62,17.87711139
87,2024-11-25 19:15:00,3511.11,3476.38,3474.28,3511.84,11476.4063,5131270.925,19.26315058
88,2024-11-25 19:30:00,3493,3511.1,3483.33,3521.5,23092.9824,5119878.71,18.68488328
89,2024-11-25 19:45:00,3474.8,3493.01,3463.02,3509.61,17500.0936,5111228.202,16.56703985
90,2024-11-25 20:00:00,3407.74,3474.79,3403.66,3475.5,38473.6803,5077124.583,9.369446975
91,2024-11-25 20:15:00,3390.61,3407.75,3348.72,3426,45300.1341,5080934.766,2.257037203
92,2024-11-25 20:30:00,3446.77,3390.97,3385.32,3447.24,33907.4783,5114327.499,1.138915163
93,2024-11-25 20:45:00,3466.95,3446.77,3440.8,3471.5,22129.9719,5129897.772,1.859715101
94,2024-11-25 21:00:00,3518.41,3466.95,3453.66,3537.98,32717.6542,5147428.413,6.508322288
95,2024-11-25 21:15:00,3528.25,3518.41,3498.06,3546.66,37855.0132,5156603.969,10.8611818
96,2024-11-25 21:30:00,3502.4,3528.25,3500,3533.32,14166.3857,5144478.359,12.0856594
97,2024-11-25 21:45:00,3471.4,3502.4,3467.51,3518.63,24675.1178,5123558.571,10.43434516
98,2024-11-25 22:00:00,3483.8,3471.4,3460,3490.3,9944.6926,5129236.563,10.01084431
99,2024-11-25 22:15:00,3426.99,3483.81,3423.47,3485.44,17992.5498,5113288.028,5.03310611
100,2024-11-25 22:30:00,3435.99,3427,3426.6,3451.91,12859.1437,5109970.358,1.793760155
101,2024-11-25 22:45:00,3428.19,3436.17,3427.97,3458.76,11417.5032,5098716.015,-1.386852889
102,2024-11-25 23:00:00,3462.18,3428.19,3425.21,3464.8,7575.2187,5105288.603,-1.151528602
103,2024-11-25 23:15:00,3476.57,3462.18,3452.5,3480.87,9007.4368,5111565.552,0.1938853385
104,2024-11-25 23:30:00,3462.68,3476.57,3459.23,3481.47,4489.878,5108468.667,0.1377408722
105,2024-11-25 23:45:00,3447.9,3462.67,3447.4,3467.4,5848.1483,5102912.926,-1.086847993
106,2024-11-26 0:00:00,3447.73,3447.9,3437.6,3451.47,6749.2917,5106022.369,-2.047459235
107,2024-11-26 0:15:00,3452.71,3447.74,3431.06,3456.48,5343.5177,5109780.909,-2.379477055
108,2024-11-26 0:30:00,3472.8,3452.7,3429.26,3473.37,10933.6405,5120431.975,-1.009867346
109,2024-11-26 0:45:00,3477.5,3472.62,3453.5,3478.01,5485.6018,5125689.29,0.4496259289
110,2024-11-26 1:00:00,3464,3477.5,3464,3485,6407.8867,5119281.403,0.5110565465
111,2024-11-26 1:15:00,3488.5,3464.01,3456.82,3491,10392.963,5128154.038,2.507777896
112,2024-11-26 1:30:00,3480.66,3488.5,3471.75,3491.35,5547.2942,5127650.253,3.418168949
113,2024-11-26 1:45:00,3477.42,3480.66,3477.03,3495.7,5561.7098,5122320.902,3.834023261
114,2024-11-26 2:00:00,3501.8,3477.43,3474.87,3503,6321.1888,5128102.779,6.060985777
115,2024-11-26 2:15:00,3477.23,3501.79,3470.89,3505.45,8098.6458,5122975.511,5.776685915
116,2024-11-26 2:30:00,3474.39,3477.23,3465.4,3483.27,3635.1315,5122997.887,5.261559973
117,2024-11-26 2:45:00,3428.2,3474.4,3427.04,3474.62,10755.3482,5112766.97,1.113338111
118,2024-11-26 3:00:00,3439.37,3428.19,3415.67,3445.05,12867.2917,5120659.025,-1.258326746
119,2024-11-26 3:15:00,3439.52,3439.36,3426.63,3446.4,9565.9634,5123567.04,-3.09016301
120,2024-11-26 3:30:00,3400.61,3439.52,3380.11,3440.32,29151.007,5114266.411,-7.594078453
121,2024-11-26 3:45:00,3397.55,3400.61,3363.62,3405.67,17360.2234,5124921.996,-11.28034749
122,2024-11-26 4:00:00,3451.15,3397.56,3395.96,3455,16980.3116,5139687.735,-9.764115573
123,2024-11-26 4:15:00,3470.41,3451.16,3444.2,3471.42,10727.2329,5149618.898,-6.928502353
124,2024-11-26 4:30:00,3444.99,3470.41,3442.31,3470.86,6747.8987,5144137.856,-6.65571704
125,2024-11-26 4:45:00,3429.95,3444.99,3415.61,3447,8449.4575,5143408.387,-7.565919805
126,2024-11-26 5:00:00,3414.49,3429.94,3409.09,3431.18,7620.1105,5139513.817,-9.426096675
127,2024-11-26 5:15:00,3419.59,3414.49,3395.84,3430.35,13421.534,5144565.852,-10.36924269
128,2024-11-26 5:30:00,3448,3419.56,3412.2,3450.8,8514.0343,5151844.689,-8.723681965
129,2024-11-26 5:45:00,3449.62,3448,3435.92,3451.91,7980.5286,5157539.363,-7.205779035
130,2024-11-26 6:00:00,3425.5,3449.61,3424.95,3449.62,9000.9873,5148939.717,-7.858524273
131,2024-11-26 6:15:00,3435.5,3425.51,3422.61,3442.84,8429.2429,5151252.238,-7.482657729
132,2024-11-26 6:30:00,3451.21,3435.49,3432.02,3452.6,3762.9323,5154506.863,-5.849683568
133,2024-11-26 6:45:00,3444.28,3451.21,3438.19,3462.49,7335.3149,5150848.262,-5.05644531
134,2024-11-26 7:00:00,3447.85,3444.29,3442,3457.78,3456.7752,5149954.495,-4.092552712
135,2024-11-26 7:15:00,3447,3447.84,3440,3452.5,4489.8112,5150493.272,-3.358533693
136,2024-11-26 7:30:00,3440.07,3447,3439,3451.47,2797.9094,5148175.517,-3.297994192
137,2024-11-26 7:45:00,3450.75,3440.14,3437.03,3455.61,2799.5016,5149510.479,-2.361013168
138,2024-11-26 8:00:00,3444.99,3450.75,3442.02,3454.82,2275.5621,5148290.92,-2.059492272
139,2024-11-26 8:15:00,3433.66,3444.99,3424.7,3447.07,4144.3893,5147466.488,-2.703605619
140,2024-11-26 8:30:00,3428.06,3433.67,3421.23,3434.8,6182.0141,5147507.489,-3.624166154
141,2024-11-26 8:45:00,3444.18,3428.06,3425.55,3445.4,7500.7131,5154086.2,-3.018176076
142,2024-11-26 9:00:00,3434.61,3444.19,3432,3447.57,6962.2138,5149458.139,-3.272421159
143,2024-11-26 9:15:00,3418.83,3434.62,3416.6,3439.35,7542.4963,5143394.303,-4.693126894
144,2024-11-26 9:30:00,3425.51,3418.83,3415.43,3429.07,6499.5818,5146501.142,-5.219855013
145,2024-11-26 9:45:00,3430.08,3425.52,3424.64,3436.76,5721.4868,5145915.775,-5.208489807
146,2024-11-26 10:00:00,3420.61,3430.07,3416.4,3430.4,3764.1757,5144415.482,-5.89567103
147,2024-11-26 10:15:00,3417.96,3420.61,3416,3428.17,6007.5923,5140342.957,-6.578269753
148,2024-11-26 10:30:00,3424.77,3417.86,3410,3427.36,2265.6958,5141932.598,-6.494855423
149,2024-11-26 10:45:00,3424.96,3424.77,3423,3431.99,2037.1477,5140783.728,-6.340330174
150,2024-11-26 11:00:00,3432.14,3424.95,3418.5,3432.38,2403.9977,5143104.591,-5.574245375
151,2024-11-26 11:15:00,3419.41,3432.14,3417.58,3435.12,2409.1396,5141198.156,-5.926010899
152,2024-11-26 11:30:00,3438.61,3419.41,3418.2,3439.3,3701.4793,5144657.548,-4.602453849
153,2024-11-26 11:45:00,3437.11,3438.6,3432.8,3442.72,3407.0406,5144211.061,-3.632687456
154,2024-11-26 12:00:00,3423.77,3437.11,3418.37,3441.36,2844.7067,5142702.711,-3.895660367
155,2024-11-26 12:15:00,3400.83,3423.76,3400.83,3423.77,7029.0905,5135673.62,-5.887269795
156,2024-11-26 12:30:00,3419.19,3400.84,3390.23,3419.92,6063.8293,5141439.262,-5.915940774
157,2024-11-26 12:45:00,3401.16,3419.19,3396,3421.15,4817.691,5138598.452,-7.309276261
158,2024-11-26 13:00:00,3394.8,3401.17,3382.35,3405.2,6106.3458,5139146.287,-8.824974705
159,2024-11-26 13:15:00,3379.63,3394.8,3378.64,3397.33,7444.7085,5132490.263,-11.12206067
160,2024-11-26 13:30:00,3359.2,3379.64,3352.61,3383.05,19102.2627,5121658.954,-14.42476835
161,2024-11-26 13:45:00,3372.95,3359.21,3350.99,3373.97,10830.8002,5131528.273,-15.75110892
162,2024-11-26 14:00:00,3373.21,3372.95,3358.82,3376.92,7511.2868,5135960.347,-16.59002408
163,2024-11-26 14:15:00,3385.57,3373.21,3369,3388.31,7645.8152,5141436.351,-16.07225079
164,2024-11-26 14:30:00,3382.18,3385.56,3378.01,3390.74,4028.0822,5140047.248,-15.75385574
165,2024-11-26 14:45:00,3362.66,3382.18,3360.67,3388.8,4971.546,5135779.106,-16.88202082
166,2024-11-26 15:00:00,3356.81,3362.67,3342.75,3364.66,10950.7107,5138882.89,-18.04018979
167,2024-11-26 15:15:00,3342.41,3356.81,3337.72,3367.98,8497.4394,5133019.488,-19.89071888
168,2024-11-26 15:30:00,3347,3342.41,3333.89,3347,7071.571,5140091.059,-20.7477349
169,2024-11-26 15:45:00,3332.36,3346.99,3327.68,3356.4,7481.3732,5135047.905,-22.35060803
170,2024-11-26 16:00:00,3317.4,3332.36,3314.1,3336.02,10920.2845,5127415.662,-24.54510283
171,2024-11-26 16:15:00,3328.65,3317.41,3302.43,3331.32,14501.3023,5139236.558,-25.0872842
172,2024-11-26 16:30:00,3292.22,3328.66,3288.44,3330.71,14367.7595,5127438.476,-28.13227206
173,2024-11-26 16:45:00,3293.48,3292.22,3280.1,3305.84,15517.5049,5128053.389,-30.0968378
174,2024-11-26 17:00:00,3323.01,3293.48,3288.57,3327.14,8927.5702,5135069.065,-28.93737406
175,2024-11-26 17:15:00,3336.66,3323.02,3308.5,3336.66,10201.7304,5145270.796,-26.61030276
176,2024-11-26 17:30:00,3323.76,3336.66,3318.58,3339.6,7247.8337,5141595.158,-25.51290727
177,2024-11-26 17:45:00,3315.38,3323.76,3310,3328.43,5004.9508,5139512.251,-25.03086912
178,2024-11-26 18:00:00,3312,3315.38,3299.85,3315.99,7243.571,5143174.428,-24.63758147
179,2024-11-26 18:15:00,3327.01,3312.01,3302.18,3328.61,6876.6506,5149218.492,-22.85130104
180,2024-11-26 18:30:00,3319.6,3327.02,3317.48,3335.49,6988.4068,5143875.329,-21.782491
181,2024-11-26 18:45:00,3318.15,3319.59,3312.18,3325.48,5456.9867,5143317.321,-20.81254022
182,2024-11-26 19:00:00,3311.5,3318.15,3311.5,3325.71,3619.6146,5139697.706,-20.34591166
183,2024-11-26 19:15:00,3310.32,3311.51,3290.35,3313.84,9011.7465,5146008.615,-19.8425883
184,2024-11-26 19:30:00,3316.58,3310.32,3308.01,3328.43,5215.9763,5145170.789,-18.72274705
185,2024-11-26 19:45:00,3339.5,3316.59,3303.45,3347.62,12942.0739,5153354.446,-15.80363784
186,2024-11-26 20:00:00,3345.96,3339.51,3339.5,3362.5,18574.0185,5145214.18,-12.82116039
187,2024-11-26 20:15:00,3340.8,3345.96,3331.86,3354.4,7904.3981,5143579.997,-10.74997538
188,2024-11-26 20:30:00,3327.72,3340.8,3311.54,3341.49,9816.4631,5144369.902,-10.04816404
189,2024-11-26 20:45:00,3320.92,3327.72,3310.23,3330.59,8452.1442,5144793.34,-9.926253005
190,2024-11-26 21:00:00,3296.32,3320.92,3296.12,3323.19,6956.4856,5137939.647,-11.68001213
191,2024-11-26 21:15:00,3309.2,3296.33,3291.49,3314,6555.8178,5141699.558,-11.89346999
192,2024-11-26 21:30:00,3327.59,3309.2,3308,3333.12,7018.1064,5145627.686,-10.4581624
193,2024-11-26 21:45:00,3332.99,3327.6,3321.61,3336.37,7847.6324,5149881.146,-8.783683082
194,2024-11-26 22:00:00,3335.4,3332.99,3323.35,3338,8585.5194,5155419.245,-7.179419425
195,2024-11-26 22:15:00,3311.09,3335.4,3310,3336.01,9634.0683,5146592.646,-7.779960213
196,2024-11-26 22:30:00,3326.42,3311.09,3308.28,3330.6,7688.4465,5151401.37,-6.938902879
197,2024-11-26 22:45:00,3320.39,3326.42,3316.8,3333.01,6710.0181,5147663.463,-6.68190465
198,2024-11-26 23:00:00,3326.57,3320.39,3318.59,3332.36,7606.6474,5148873.235,-5.911414247
199,2024-11-26 23:15:00,3305.34,3326.57,3302.36,3331.82,8560.317,5142044.74,-6.933948384
200,2024-11-26 23:30:00,3271.3,3305.34,3270,3306.99,13395.6805,5129590.632,-10.37150136
201,2024-11-26 23:45:00,3269.42,3271.39,3252,3278.25,15782.0923,5134755.134,-13.09651863
202,2024-11-27 0:00:00,3282.31,3269.42,3269.42,3294.93,9149.0006,5134851.968,-14.05399349
203,2024-11-27 0:15:00,3295.55,3282.31,3279.01,3298.5,7758.6724,5140261.94,-13.58781005
204,2024-11-27 0:30:00,3284.58,3295.54,3263.94,3296.49,11416.9795,5143324.006,-13.94281949
205,2024-11-27 0:45:00,3289.34,3284.58,3270.1,3296.49,5969.5789,5146058.837,-13.68235316
206,2024-11-27 1:00:00,3300.61,3289.35,3279.5,3300.8,5651.3634,5151609.378,-12.42332851
207,2024-11-27 1:15:00,3314,3300.61,3297.63,3320.9,7750.5894,5154763.572,-10.22718864
208,2024-11-27 1:30:00,3305.19,3313.99,3297.54,3316.59,6971.6955,5153391.191,-9.092809098
209,2024-11-27 1:45:00,3316.99,3305.15,3286.89,3317,7564.6829,5160950.849,-7.159117902
210,2024-11-27 2:00:00,3324.19,3317,3316.99,3333.48,8564.4481,5159865.361,-4.988173314
211,2024-11-27 2:15:00,3314.8,3324.18,3302.8,3330.66,7860.6261,5158776.272,-3.979505351
212,2024-11-27 2:30:00,3322.16,3314.8,3312.43,3331.79,5047.6971,5158802.345,-2.556765433
213,2024-11-27 2:45:00,3320.91,3322.16,3311.01,3323.99,2531.0596,5160132.224,-1.512661333
214,2024-11-27 3:00:00,3323.52,3320.92,3311.5,3328.49,2491.6305,5161166.126,-0.4691876206
215,2024-11-27 3:15:00,3334.58,3323.53,3319.5,3341.74,4941.0178,5162925.697,1.235974833
216,2024-11-27 3:30:00,3341.01,3334.57,3332.5,3343.19,2720.1958,5164536.44,3.070777612
217,2024-11-27 3:45:00,3332.49,3341,3328.96,3344.31,3501.8552,5162645.21,3.793648421
218,2024-11-27 4:00:00,3325.39,3332.49,3322.77,3335.65,1807.792,5161572.886,3.750385967
219,2024-11-27 4:15:00,3329.82,3325.4,3315.2,3333,2150.4787,5162954.991,4.027141754
220,2024-11-27 4:30:00,3319.8,3329.82,3318.61,3333.17,2083.801,5161211.812,3.398763619
221,2024-11-27 4:45:00,3329.19,3319.81,3318.49,3329.19,2059.2793,5163271.091,3.616772047
222,2024-11-27 5:00:00,3324.73,3329.18,3321.97,3330.48,2032.3313,5162557.028,3.390576119
223,2024-11-27 5:15:00,3343.83,3324.74,3317.6,3344.02,3927.2968,5166427.839,4.698364768
224,2024-11-27 5:30:00,3331.01,3343.83,3330.65,3345.73,2417.4335,5164125.827,4.646764822
225,2024-11-27 5:45:00,3312.9,3331,3310,3333,6139.1041,5159534.844,3.108710565
226,2024-11-27 6:00:00,3309.35,3312.9,3305.75,3321.51,3329.0184,5157726.697,1.585064517
227,2024-11-27 6:15:00,3321.5,3309.34,3302.4,3322.43,5407.0376,5162631.634,1.342492091
228,2024-11-27 6:30:00,3327.63,3321.51,3321.02,3334.94,3996.3816,5162430.666,1.626146264
229,2024-11-27 6:45:00,3333.31,3327.64,3324.62,3340,2760.267,5162789.608,2.282956271
230,2024-11-27 7:00:00,3341.77,3333.32,3333.32,3346.6,3873.2717,5163845.425,3.446406205
231,2024-11-27 7:15:00,3322.19,3341.78,3321.1,3344.99,4303.4319,5159934.688,2.756728447
232,2024-11-27 7:30:00,3344.58,3322.19,3318.49,3349.08,4457.7782,5163080.926,3.971063783
233,2024-11-27 7:45:00,3349.63,3344.58,3340.26,3351.65,14339.4625,5172334.223,5.280060826
234,2024-11-27 8:00:00,3364.77,3349.63,3349.63,3366.61,7894.5585,5178517.829,7.453205965
235,2024-11-27 8:15:00,3367.77,3364.77,3359.79,3372.5,8001.8819,5180563.944,9.310191974
236,2024-11-27 8:30:00,3355.78,3367.77,3353.85,3369.5,3305.4517,5178073.766,9.702529252
237,2024-11-27 8:45:00,3355.77,3355.78,3350,3359.7,2405.1832,5178530.007,9.898548154
238,2024-11-27 9:00:00,3361.03,3355.78,3352.5,3365.3,9545.4339,5181706.847,10.35892139
239,2024-11-27 9:15:00,3383.26,3361.02,3359.32,3383.27,4491.5957,5186194.692,12.37489562
240,2024-11-27 9:30:00,3421.8,3383.26,3380.4,3421.99,25379.2445,5211342.051,16.88775411
241,2024-11-27 9:45:00,3413.92,3421.79,3410.13,3436.05,17131.3378,5199220.572,19.60241242
242,2024-11-27 10:00:00,3400.64,3413.91,3393.98,3422.25,6882.0148,5195581.162,20.44651894
243,2024-11-27 10:15:00,3388.59,3400.65,3387.77,3402.2,3707.4538,5192295.068,19.91359363
244,2024-11-27 10:30:00,3403.5,3388.6,3385,3404.5,5340.9369,5197088.216,20.45852572
245,2024-11-27 10:45:00,3412.66,3403.5,3400.8,3413.98,4603.4548,5200769.583,21.38303348
246,2024-11-27 11:00:00,3399.6,3412.66,3398,3414.29,3560.1768,5197908.766,20.82185826
247,2024-11-27 11:15:00,3413.97,3399.59,3398.5,3416.66,3683.7313,5200501.172,21.29122972
248,2024-11-27 11:30:00,3417.4,3413.96,3412,3425,12363.8426,5198408.829,21.68995403
249,2024-11-27 11:45:00,3439.55,3417.4,3416.2,3441.8,15384.203,5211088.777,23.52211748
250,2024-11-27 12:00:00,3426.92,3439.56,3424.55,3445.73,6113.3198,5206343.594,23.68199348
251,2024-11-27 12:15:00,3428.58,3426.93,3422.31,3437.2,4540.6137,5205626.976,23.66979385
252,2024-11-27 12:30:00,3424.99,3428.58,3424.1,3436.97,3050.8013,5202998.12,23.10411272
253,2024-11-27 12:45:00,3424.6,3425,3422,3431.26,3015.0802,5201676.173,22.36650941
254,2024-11-27 13:00:00,3424.11,3424.6,3418.15,3434.93,4864.1134,5200267.377,21.49463777
255,2024-11-27 13:15:00,3426,3424.12,3418.72,3438.44,5407.2269,5198852.505,20.71736354
256,2024-11-27 13:30:00,3418.01,3426.01,3412.57,3427.2,8073.2332,5196783.152,19.23491378
257,2024-11-27 13:45:00,3423.81,3418.02,3415.01,3434.8,6084.1435,5196109.869,18.31692706
258,2024-11-27 14:00:00,3421.98,3423.81,3414.07,3428.17,2914.1633,5196465.356,17.24298387
259,2024-11-27 14:15:00,3409.19,3421.98,3408.43,3423.5,3072.6168,5193702.651,15.18478926
260,2024-11-27 14:30:00,3415.62,3409.19,3407.36,3415.88,3262.3562,5196765.896,13.91213206
261,2024-11-27 14:45:00,3407.8,3415.62,3402.43,3415.72,2937.1573,5196202.333,12.13267548
262,2024-11-27 15:00:00,3412.6,3407.8,3405.09,3413.11,3750.0735,5199475.465,10.98315622
263,2024-11-27 15:15:00,3420.62,3412.61,3411.43,3421.37,3295.8667,5202273.967,10.59714363
